track_id,track_name,artist_name,danceability,energy,tempo,valence
57VeLYXrvNxe8Vs18K2M9W,Way Out (feat. Big Sean),"Jack Harlow, Big Sean",0.945,0.582,108.025,0.907
1jHgfC8T5KxUyC5Ldw6lk9,Zona De Perigo,Leo Santana,0.805,0.767,135.06,0.97
6qraVL4IJaIj0IuEexYJNa,Explícito,Myke Towers,0.828,0.83,95.007,0.422
5YeHLHDdQ4nKHk81XFWhCU,successful,Ariana Grande,0.847,0.603,114.045,0.735
2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,Doja Cat,0.868,0.538,99.968,0.732
6wo37KVqFJhtuxPTpLCcfe,Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella",0.294,0.505,85.332,0.357
7M16mAuWuFA5rC9HvkXaGx,You Don't Know Me (feat. RAYE),"Jax Jones, RAYE",0.877,0.658,123.994,0.693
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,0.73,0.729,113.011,0.467
4UyVCLbNG8yhrqbzeSmdho,DON'T YOU WORRY,"Black Eyed Peas, Shakira, David Guetta",0.816,0.874,131.967,0.5
6Hfu9sc7jvv6coyy2LlzBF,Hurricane,Kanye West,0.587,0.561,80.009,0.351
1xs8bOvm3IzEYmcLJVOc34,Rush,Ayra Starr,0.792,0.503,99.97,0.381
3707IBa4HnS3zDDoWfeUBl,I Warned Myself,Charlie Puth,0.488,0.311,184.112,0.579
6onwlDmIVKE8bBgyBRSuS0,FRIENDS (feat. kiLL edward),"J. Cole, kiLL edward",0.715,0.652,109.28,0.498
5wG3HvLhF6Y5KTGlK0IW3J,Trance (with Travis Scott & Young Thug),"Metro Boomin, Travis Scott, Young Thug",0.571,0.549,119.497,0.447
0PB0O24JqAuNdOAFVJljMS,Coco Chanel,"Eladio Carrion, Bad Bunny",0.683,0.764,149.949,0.137
7dt6x5M1jzdTEt8oCbisTK,Better Now,Post Malone,0.68,0.578,145.038,0.341
41zXlQxzTi6cGAjpOXyLYH,idontwannabeyouanymore,Billie Eilish,0.483,0.412,170.163,0.247
1PIgY9ybyFT9uWLM5POYGY,All The Parties (feat. Chief Keef),"Drake, Chief Keef",0.65,0.405,124.747,0.195
6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),"Juice WRLD, YoungBoy Never Broke Again",0.474,0.631,180.051,0.425
44gRhRi2OhEf7moAUj6MD1,The Bigger Picture,Lil Baby,0.59,0.618,96.459,0.153
3xMHXmedL5Rvfxmiar9Ryv,Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",0.575,0.845,95.047,0.439
5vnuJ8EopkP5dHukpOmT3L,What Would Meek Do?,"Pusha T, Kanye West",0.678,0.636,83.071,0.0636
5IvdLxVB8gwwcgnEkXSSW2,Dark Side Of The Moon (feat. Nicki Minaj),"Lil Wayne, Nicki Minaj",0.603,0.457,73.724,0.455
64dLd6rVqDLtkXFYrEUHIU,New Gold (feat. Tame Impala and Bootie Brown),"Gorillaz, Tame Impala, Bootie Brown",0.695,0.923,108.014,0.551
4JB0EAT4BkLShTyTt50FmO,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","Ty Dolla $ign, FKA twigs, Skrillex, Kanye West",0.813,0.615,111.039,0.321
5rW7qTn83sCKtqBoneJs63,edamame,"bbno$, Rich Brian",0.815,0.849,106.035,0.685
4HvE2E9rXJDcQhE4YfeNuG,Let Me Love You Like A Woman,Lana Del Rey,0.403,0.245,128.333,0.148
4kjI1gwQZRKNDkw1nI475M,MY EYES,Travis Scott,0.455,0.621,119.043,0.28
5TGcyccg8Hkgn9jB7gUpMN,Never Let Me Down,"VIZE, Tom Gregory",0.758,0.848,127.948,0.706
1Ame8XTX6QHY0l0ahqUhgv,THE LONELIEST,Måneskin,0.519,0.595,129.786,0.237
6jA8JUuPCGYjFcgw0AoM5T,Me Niego (feat. Ozuna & Wisin),"Reik, Ozuna, Wisin",0.777,0.779,94.023,0.768
0y6kdSRCVQhSsHSpWvTUm7,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),"Taylor Swift, Gary Lightbody",0.502,0.534,94.05,0.155
421eObjg0DTm2qajJl5OJm,Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,0.456,0.828,116.719,0.313
4Pu0a2TuHOYtI4CCE3HEXI,Sigues Con El - Remix,"Arcángel, Sech, Romeo Santos",0.747,0.693,175.994,0.736
2771LMNxwf62FTAdpJMQfM,Bodak Yellow,Cardi B,0.929,0.723,125.022,0.458
2w1rq80FIrbxeJy9WYURxw,Follow,"KAROL G, Anuel AA",0.735,0.787,168.997,0.455
7uzmGiiJyRfuViKKK3lVmR,Mine,Bazzi,0.71,0.789,142.929,0.717
5BibcbKVdZUuTttSG02JTp,MODUS,Joji,0.738,0.533,132.008,0.262
3KekO5WUfJsh7kYU9o2w50,Atrévete,"Nicky Jam, Sech",0.552,0.675,183.785,0.586
27RYrbL6S02LNVhDWVl38b,Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",0.321,0.64,146.172,0.414
0Jh6iWjna1wk5le0Ahn7No,La vie qu'on mène,Ninho,0.8,0.756,113.204,0.456
3obgSF06ki98lYNLNq5vCB,Wasted (feat. Lil Uzi Vert),"Juice WRLD, Lil Uzi Vert",0.742,0.579,144.994,0.502
1rv46mRwDqMEhOBZ7vODg3,It's Beginning to Look a Lot like Christmas,Michael Bublé,0.331,0.223,92.896,0.355
5r011NB07RHjABbuVGVIbd,The Louvre,Lorde,0.654,0.389,123.151,0.132
